date,ticker,adj_close
2020-05-11,SPY,271.933
2020-05-12,AGG,114.135
2020-05-12,GLD,160.04
2020-05-12,SPY,266.506
2020-05-13,AGG,114.323
2020-05-13,GLD,161.58
2020-05-13,SPY,261.795
2020-05-14,AGG,114.683
2020-05-14,GLD,163.01
2020-05-14,SPY,264.945
2020-05-15,AGG,114.752
2020-05-15,GLD,163.93
2020-05-15,SPY,266.162
2020-05-18,AGG,114.583
2020-05-18,GLD,162.69
2020-05-18,SPY,274.267
2020-05-19,AGG,114.712
2020-05-19,GLD,164.26
2020-05-19,SPY,271.454
2020-05-20,AGG,115.011
2020-05-20,GLD,164.65
2020-05-20,SPY,276.056
2020-05-21,AGG,115.101
2020-05-21,GLD,162.25
2020-05-21,SPY,274.153
2020-05-22,AGG,115.16
2020-05-22,GLD,163.21
2020-05-22,SPY,274.679
2020-05-26,AGG,114.971
2020-05-26,GLD,160.89
2020-05-26,SPY,278.05
2020-05-27,AGG,115.14
2020-05-27,GLD,161.18
2020-05-27,SPY,282.192
2020-05-28,AGG,115.061
2020-05-28,GLD,161.72
2020-05-28,SPY,281.666
2020-05-29,AGG,115.369
2020-05-29,GLD,162.91
2020-05-29,SPY,282.93
2020-06-01,AGG,115.299
2020-06-01,GLD,163.66
2020-06-01,SPY,284.078
2020-06-02,AGG,115.399
2020-06-02,GLD,162.6
2020-06-02,SPY,286.432
2020-06-03,AGG,115.111
2020-06-03,GLD,159.6
2020-06-03,SPY,290.251
2020-06-04,AGG,114.762
2020-06-04,GLD,161.28
2020-06-04,SPY,289.466
2020-06-05,AGG,114.831
2020-06-05,GLD,158.01
2020-06-05,SPY,296.894
2020-06-08,AGG,114.961
2020-06-08,GLD,159.72
2020-06-08,SPY,300.493
2020-06-09,AGG,115.111
2020-06-09,GLD,161.26
2020-06-09,SPY,298.244
2020-06-10,AGG,115.588
2020-06-10,GLD,163.57
2020-06-10,SPY,296.568
2020-06-11,AGG,115.389
2020-06-11,GLD,162.39
2020-06-11,SPY,279.485
2020-06-12,AGG,115.509
2020-06-12,GLD,162.62
2020-06-12,SPY,282.822
2020-06-15,AGG,115.887
2020-06-15,GLD,162.33
2020-06-15,SPY,285.467
2020-06-16,AGG,115.668
2020-06-16,GLD,162.25
2020-06-16,SPY,290.95
2020-06-17,AGG,115.568
2020-06-17,GLD,162.56
2020-06-17,SPY,289.753
2020-06-18,AGG,115.688
2020-06-18,GLD,162.24
2020-06-18,SPY,289.868
2020-06-19,AGG,115.728
2020-06-19,GLD,164.03
2020-06-19,SPY,288.212
2020-06-22,AGG,115.698
2020-06-22,GLD,165.09
2020-06-22,SPY,290.068
2020-06-23,AGG,115.678
2020-06-23,GLD,166.48
2020-06-23,SPY,291.391
2020-06-24,AGG,115.658
2020-06-24,GLD,165.9
2020-06-24,SPY,283.962
2020-06-25,AGG,115.798
2020-06-25,GLD,165.8
2020-06-25,SPY,287.004
2020-06-26,AGG,115.927
2020-06-26,GLD,166.54
2020-06-26,SPY,280.181
2020-06-29,AGG,116.026
2020-06-29,GLD,166.63
2020-06-29,SPY,284.307
2020-06-30,AGG,116.126
2020-06-30,GLD,167.37
2020-06-30,SPY,287.954
2020-07-01,AGG,116.186
2020-07-01,GLD,166.62
2020-07-01,SPY,289.974
2020-07-02,AGG,116.316
2020-07-02,GLD,166.98
2020-07-02,SPY,291.562
2020-07-06,AGG,116.306
2020-07-06,GLD,167.98
2020-07-06,SPY,296.072
2020-07-07,AGG,116.474
2020-07-07,GLD,169.04
2020-07-07,SPY,293.019
2020-07-08,AGG,116.444
2020-07-08,GLD,170.09
2020-07-08,SPY,295.247
2020-07-09,AGG,116.744
2020-07-09,GLD,169.63
2020-07-09,SPY,293.562
2020-07-10,AGG,116.604
2020-07-10,GLD,169.19
2020-07-10,SPY,296.558
2020-07-13,AGG,116.594
2020-07-13,GLD,169.4
2020-07-13,SPY,293.994
2020-07-14,AGG,116.784
2020-07-14,GLD,170.19
2020-07-14,SPY,297.82
2020-07-15,AGG,116.794
2020-07-15,GLD,170.34
2020-07-15,SPY,300.559
2020-07-16,AGG,116.872
2020-07-16,GLD,168.73
2020-07-16,SPY,299.544
2020-07-17,AGG,116.992
2020-07-17,GLD,170.12
2020-07-17,SPY,300.435
2020-07-20,AGG,117.112
2020-07-20,GLD,170.94
2020-07-20,SPY,302.855
2020-07-21,AGG,117.182
2020-07-21,GLD,173.0
2020-07-21,SPY,303.507
2020-07-22,AGG,117.281
2020-07-22,GLD,175.63
2020-07-22,SPY,305.231
2020-07-23,AGG,117.42
2020-07-23,GLD,177.18
2020-07-23,SPY,301.572
2020-07-24,AGG,117.38
2020-07-24,GLD,178.7
2020-07-24,SPY,299.631
2020-07-27,AGG,117.301
2020-07-27,GLD,182.23
2020-07-27,SPY,301.821
2020-07-28,AGG,117.38
2020-07-28,GLD,183.75
2020-07-28,SPY,299.907
2020-07-29,AGG,117.52
2020-07-29,GLD,185.13
2020-07-29,SPY,303.612
2020-07-30,AGG,117.61
2020-07-30,GLD,183.76
2020-07-30,SPY,302.52
2020-07-31,AGG,117.66
2020-07-31,GLD,185.43
2020-07-31,SPY,304.904
2020-08-03,AGG,117.709
2020-08-03,GLD,185.64
2020-08-03,SPY,307.02
2020-08-04,AGG,117.928
2020-08-04,GLD,189.59
2020-08-04,SPY,308.206
2020-08-05,AGG,117.709
2020-08-05,GLD,191.35
2020-08-05,SPY,310.121
2020-08-06,AGG,117.869
2020-08-06,GLD,193.89
2020-08-06,SPY,312.217
2020-08-07,AGG,117.739
2020-08-07,GLD,190.81
2020-08-07,SPY,312.437
2020-08-10,AGG,117.63
2020-08-10,GLD,190.15
2020-08-10,SPY,313.355
2020-08-11,AGG,117.301
2020-08-11,GLD,179.94
2020-08-11,SPY,310.761
2020-08-12,AGG,117.062
2020-08-12,GLD,179.1
2020-08-12,SPY,315.098
2020-08-13,AGG,116.634
2020-08-13,GLD,183.33
2020-08-13,SPY,314.551
2020-08-14,AGG,116.524
2020-08-14,GLD,182.54
2020-08-14,SPY,314.561
2020-08-17,AGG,116.684
2020-08-17,GLD,186.5
2020-08-17,SPY,315.537
2020-08-18,AGG,116.852
2020-08-18,GLD,188.18
2020-08-18,SPY,316.226
2020-08-19,AGG,116.674
2020-08-19,GLD,182.24
2020-08-19,SPY,314.904
2020-08-20,AGG,116.882
2020-08-20,GLD,183.5
2020-08-20,SPY,315.882
2020-08-21,AGG,117.002
2020-08-21,GLD,182.03
2020-08-21,SPY,317.012
2020-08-24,AGG,116.952
2020-08-24,GLD,181.0
2020-08-24,SPY,320.227
2020-08-25,AGG,116.704
2020-08-25,GLD,181.22
2020-08-25,SPY,321.347
2020-08-26,AGG,116.684
2020-08-26,GLD,183.36
2020-08-26,SPY,324.554
2020-08-27,AGG,116.286
2020-08-27,GLD,181.24
2020-08-27,SPY,325.271
2020-08-28,AGG,116.444
2020-08-28,GLD,184.39
2020-08-28,SPY,327.377
2020-08-31,AGG,116.694
2020-08-31,GLD,184.83
2020-08-31,SPY,326.189
2020-09-01,AGG,116.744
2020-09-01,GLD,185.05
2020-09-01,SPY,329.264
2020-09-02,AGG,116.982
2020-09-02,GLD,182.62
2020-09-02,SPY,334.01
2020-09-03,AGG,117.002
2020-09-03,GLD,181.14
2020-09-03,SPY,322.524
2020-09-04,AGG,116.434
2020-09-04,GLD,181.64
2020-09-04,SPY,319.892
2020-09-08,AGG,116.554
2020-09-08,GLD,181.29
2020-09-08,SPY,311.154
2020-09-09,AGG,116.544
2020-09-09,GLD,183.05
2020-09-09,SPY,317.299
2020-09-10,AGG,116.554
2020-09-10,GLD,182.46
2020-09-10,SPY,311.796
2020-09-11,AGG,116.694
2020-09-11,GLD,182.45
2020-09-11,SPY,311.957
2020-09-14,AGG,116.704
2020-09-14,GLD,183.89
2020-09-14,SPY,316.057
2020-09-15,AGG,116.714
2020-09-15,GLD,183.45
2020-09-15,SPY,317.663
2020-09-16,AGG,116.654
2020-09-16,GLD,183.97
2020-09-16,SPY,316.391
2020-09-17,AGG,116.684
2020-09-17,GLD,182.96
2020-09-17,SPY,313.605
2020-09-18,AGG,116.544
2020-09-18,GLD,183.2
2020-09-18,SPY,309.996
2020-09-21,AGG,116.564
2020-09-21,GLD,179.52
2020-09-21,SPY,306.56
2020-09-22,AGG,116.654
2020-09-22,GLD,178.65
2020-09-22,SPY,309.671
2020-09-23,AGG,116.414
2020-09-23,GLD,174.79
2020-09-23,SPY,302.493
2020-09-24,AGG,116.424
2020-09-24,GLD,175.44
2020-09-24,SPY,303.307
2020-09-25,AGG,116.454
2020-09-25,GLD,174.94
2020-09-25,SPY,308.196
2020-09-28,AGG,116.554
2020-09-28,GLD,176.7
2020-09-28,SPY,313.317
2020-09-29,AGG,116.574
2020-09-29,GLD,178.19
2020-09-29,SPY,311.622
2020-09-30,AGG,116.395
2020-09-30,GLD,177.12
2020-09-30,SPY,313.977
2020-10-01,AGG,116.544
2020-10-01,GLD,178.7
2020-10-01,SPY,315.988
2020-10-02,AGG,116.434
2020-10-02,GLD,178.54
2020-10-02,SPY,312.984
2020-10-05,AGG,116.056
2020-10-05,GLD,179.41
2020-10-05,SPY,318.545
2020-10-06,AGG,116.156
2020-10-06,GLD,177.3
2020-10-06,SPY,314.017
2020-10-07,AGG,116.076
2020-10-07,GLD,177.22
2020-10-07,SPY,319.472
2020-10-08,AGG,116.226
2020-10-08,GLD,177.85
2020-10-08,SPY,322.303
2020-10-09,AGG,116.256
2020-10-09,GLD,181.08
2020-10-09,SPY,325.186
2020-10-12,AGG,116.474
2020-10-12,GLD,180.56
2020-10-12,SPY,330.419
2020-10-13,AGG,116.504
2020-10-13,GLD,177.72
2020-10-13,SPY,328.258
2020-10-14,AGG,116.574
2020-10-14,GLD,178.27
2020-10-14,SPY,326.199
2020-10-15,AGG,116.474
2020-10-15,GLD,178.92
2020-10-15,SPY,325.808
2020-10-16,AGG,116.424
2020-10-16,GLD,178.3
2020-10-16,SPY,325.607
2020-10-19,AGG,116.286
2020-10-19,GLD,178.39
2020-10-19,SPY,320.659
2020-10-20,AGG,116.186
2020-10-20,GLD,179.25
2020-10-20,SPY,321.933
2020-10-21,AGG,116.046
2020-10-21,GLD,180.6
2020-10-21,SPY,321.329
2020-10-22,AGG,115.847
2020-10-22,GLD,178.83
2020-10-22,SPY,323.098
2020-10-23,AGG,116.006
2020-10-23,GLD,178.64
2020-10-23,SPY,324.181
2020-10-26,AGG,116.166
2020-10-26,GLD,178.55
2020-10-26,SPY,318.198
2020-10-27,AGG,116.434
2020-10-27,GLD,179.02
2020-10-27,SPY,317.096
2020-10-28,AGG,116.266
2020-10-28,GLD,176.13
2020-10-28,SPY,306.263
2020-10-29,AGG,116.056
2020-10-29,GLD,175.4
2020-10-29,SPY,309.384
2020-10-30,AGG,115.748
2020-10-30,GLD,176.2
2020-10-30,SPY,306.149
2020-11-02,AGG,115.768
2020-11-02,GLD,177.91
2020-11-02,SPY,309.586
2020-11-03,AGG,115.718
2020-11-03,GLD,178.92
2020-11-03,SPY,315.042
2020-11-04,AGG,116.474
2020-11-04,GLD,178.82
2020-11-04,SPY,322.074
2020-11-05,AGG,116.584
2020-11-05,GLD,182.93
2020-11-05,SPY,328.363
2020-11-06,AGG,116.335
2020-11-06,GLD,183.19
2020-11-06,SPY,328.287
2020-11-09,AGG,115.798
2020-11-09,GLD,175.08
2020-11-09,SPY,332.43
2020-11-10,AGG,115.608
2020-11-10,GLD,175.66
2020-11-10,SPY,331.935
2020-11-11,AGG,115.678
2020-11-11,GLD,174.9
2020-11-11,SPY,334.392
2020-11-12,AGG,116.156
2020-11-12,GLD,175.96
2020-11-12,SPY,331.147
2020-11-13,AGG,116.176
2020-11-13,GLD,177.16
2020-11-13,SPY,335.743
2020-11-16,AGG,116.166
2020-11-16,GLD,177.15
2020-11-16,SPY,339.916
2020-11-17,AGG,116.405
2020-11-17,GLD,176.5
2020-11-17,SPY,338.105
2020-11-18,AGG,116.474
2020-11-18,GLD,175.49
2020-11-18,SPY,334.019
2020-11-19,AGG,116.694
2020-11-19,GLD,175.16
2020-11-19,SPY,335.447
2020-11-20,AGG,116.814
2020-11-20,GLD,175.69
2020-11-20,SPY,333.15
2020-11-23,AGG,116.784
2020-11-23,GLD,172.23
2020-11-23,SPY,335.14
2020-11-24,AGG,116.624
2020-11-24,GLD,169.59
2020-11-24,SPY,340.539
2020-11-25,AGG,116.584
2020-11-25,GLD,169.51
2020-11-25,SPY,340.001
2020-11-27,AGG,116.784
2020-11-27,GLD,167.79
2020-11-27,SPY,340.969
2020-11-30,AGG,116.942
2020-11-30,GLD,166.67
2020-11-30,SPY,339.437
2020-12-01,AGG,116.375
2020-12-01,GLD,170.18
2020-12-01,SPY,343.16
2020-12-02,AGG,116.246
2020-12-02,GLD,171.46
2020-12-02,SPY,343.888
2020-12-03,AGG,116.444
2020-12-03,GLD,172.81
2020-12-03,SPY,343.792
2020-12-04,AGG,116.126
2020-12-04,GLD,172.32
2020-12-04,SPY,346.759
2020-12-07,AGG,116.306
2020-12-07,GLD,174.89
2020-12-07,SPY,346.031
2020-12-08,AGG,116.316
2020-12-08,GLD,175.5
2020-12-08,SPY,347.055
2020-12-09,AGG,116.146
2020-12-09,GLD,172.5
2020-12-09,SPY,343.945
2020-12-10,AGG,116.434
2020-12-10,GLD,172.17
2020-12-10,SPY,343.83
2020-12-11,AGG,116.554
2020-12-11,GLD,172.49
2020-12-11,SPY,343.427
2020-12-14,AGG,116.484
2020-12-14,GLD,171.54
2020-12-14,SPY,341.897
2020-12-15,AGG,116.554
2020-12-15,GLD,173.94
2020-12-15,SPY,346.512
2020-12-16,AGG,116.504
2020-12-16,GLD,174.9
2020-12-16,SPY,347.055
2020-12-17,AGG,116.504
2020-12-17,GLD,176.74
2020-12-17,SPY,348.988
2020-12-18,AGG,116.454
2020-12-18,GLD,176.44
2020-12-18,SPY,347.6
2020-12-21,AGG,116.454
2020-12-21,GLD,175.88
2020-12-21,SPY,346.356
2020-12-22,AGG,116.614
2020-12-22,GLD,174.49
2020-12-22,SPY,345.763
2020-12-23,AGG,116.534
2020-12-23,GLD,175.65
2020-12-23,SPY,346.08
2020-12-24,AGG,116.644
2020-12-24,GLD,176.35
2020-12-24,SPY,347.439
2020-12-28,AGG,116.664
2020-12-28,GLD,175.71
2020-12-28,SPY,350.414
2020-12-29,AGG,116.684
2020-12-29,GLD,176.35
2020-12-29,SPY,349.754
2020-12-30,AGG,116.754
2020-12-30,GLD,177.7
2020-12-30,SPY,350.243
2020-12-31,AGG,116.843
2020-12-31,GLD,178.36
2020-12-31,SPY,352.023
2021-01-04,AGG,116.694
2021-01-04,GLD,182.33
2021-01-04,SPY,347.236
2021-01-05,AGG,116.574
2021-01-05,GLD,182.87
2021-01-05,SPY,349.63
2021-01-06,AGG,116.006
2021-01-06,GLD,179.9
2021-01-06,SPY,351.715
2021-01-07,AGG,115.887
2021-01-07,GLD,179.48
2021-01-07,SPY,356.943
2021-01-08,AGG,115.758
2021-01-08,GLD,173.34
2021-01-08,SPY,358.97
2021-01-11,AGG,115.568
2021-01-11,GLD,173.0
2021-01-11,SPY,356.561
2021-01-12,AGG,115.668
2021-01-12,GLD,174.12
2021-01-12,SPY,356.635
2021-01-13,AGG,116.026
2021-01-13,GLD,173.37
2021-01-13,SPY,357.592
2021-01-14,AGG,115.807
2021-01-14,GLD,173.28
2021-01-14,SPY,356.34
2021-01-15,AGG,115.917
2021-01-15,GLD,171.13
2021-01-15,SPY,353.745
2021-01-19,AGG,116.076
2021-01-19,GLD,172.58
2021-01-19,SPY,356.522
2021-01-20,AGG,116.086
2021-01-20,GLD,175.39
2021-01-20,SPY,361.441
2021-01-21,AGG,115.917
2021-01-21,GLD,175.28
2021-01-21,SPY,361.775
2021-01-22,AGG,115.917
2021-01-22,GLD,173.9
2021-01-22,SPY,360.502
2021-01-25,AGG,116.216
2021-01-25,GLD,174.05
2021-01-25,SPY,361.92
2021-01-26,AGG,116.176
2021-01-26,GLD,173.62
2021-01-26,SPY,361.354
2021-01-27,AGG,116.186
2021-01-27,GLD,172.52
2021-01-27,SPY,352.531
2021-01-28,AGG,116.106
2021-01-28,GLD,172.68
2021-01-28,SPY,355.565
2021-01-29,AGG,115.977
2021-01-29,GLD,172.61
2021-01-29,SPY,348.434
2021-02-01,AGG,115.897
2021-02-01,GLD,174.23
2021-02-01,SPY,354.233
2021-02-02,AGG,115.728
2021-02-02,GLD,172.11
2021-02-02,SPY,359.249
2021-02-03,AGG,115.588
2021-02-03,GLD,171.85
2021-02-03,SPY,359.536
2021-02-04,AGG,115.539
2021-02-04,GLD,168.15
2021-02-04,SPY,363.624
2021-02-05,AGG,115.389
2021-02-05,GLD,169.81
2021-02-05,SPY,365.046
2021-02-08,AGG,115.509
2021-02-08,GLD,171.52
2021-02-08,SPY,367.681
2021-02-09,AGG,115.558
2021-02-09,GLD,172.08
2021-02-09,SPY,367.433
2021-02-10,AGG,115.668
2021-02-10,GLD,172.71
2021-02-10,SPY,367.267
2021-02-11,AGG,115.529
2021-02-11,GLD,171.21
2021-02-11,SPY,367.872
2021-02-12,AGG,115.26
2021-02-12,GLD,170.69
2021-02-12,SPY,369.69
2021-02-16,AGG,114.712
2021-02-16,GLD,168.24
2021-02-16,SPY,369.365
2021-02-17,AGG,114.941
2021-02-17,GLD,166.33
2021-02-17,SPY,369.453
2021-02-18,AGG,114.881
2021-02-18,GLD,166.32
2021-02-18,SPY,367.881
2021-02-19,AGG,114.523
2021-02-19,GLD,167.01
2021-02-19,SPY,367.223
2021-02-22,AGG,114.165
2021-02-22,GLD,169.51
2021-02-22,SPY,364.396
2021-02-23,AGG,114.195
2021-02-23,GLD,169.12
2021-02-23,SPY,364.847
2021-02-24,AGG,114.155
2021-02-24,GLD,169.0
2021-02-24,SPY,368.878
2021-02-25,AGG,113.099
2021-02-25,GLD,165.82
2021-02-25,SPY,359.985
2021-02-26,AGG,114.025
2021-02-26,GLD,161.81
2021-02-26,SPY,358.13
2021-03-01,AGG,113.776
2021-03-01,GLD,161.53
2021-03-01,SPY,366.809
2021-03-02,AGG,113.796
2021-03-02,GLD,162.41
2021-03-02,SPY,363.948
2021-03-03,AGG,113.378
2021-03-03,GLD,160.62
2021-03-03,SPY,359.125
2021-03-04,AGG,113.049
2021-03-04,GLD,159.04
2021-03-04,SPY,354.683
2021-03-05,AGG,112.97
2021-03-05,GLD,159.14
2021-03-05,SPY,361.202
2021-03-08,AGG,112.522
2021-03-08,GLD,157.49
2021-03-08,SPY,359.414
2021-03-09,AGG,112.95
2021-03-09,GLD,160.84
2021-03-09,SPY,364.533
2021-03-10,AGG,113.139
2021-03-10,GLD,161.66
2021-03-10,SPY,366.809
2021-03-11,AGG,113.129
2021-03-11,GLD,161.52
2021-03-11,SPY,370.524
2021-03-12,AGG,112.482
2021-03-12,GLD,161.49
2021-03-12,SPY,371.031
2021-03-15,AGG,112.601
2021-03-15,GLD,162.2
2021-03-15,SPY,373.233
2021-03-16,AGG,112.561
2021-03-16,GLD,162.35
2021-03-16,SPY,372.774
2021-03-17,AGG,112.551
2021-03-17,GLD,163.51
2021-03-17,SPY,374.045
2021-03-18,AGG,112.113
2021-03-18,GLD,162.56
2021-03-18,SPY,368.599
2021-03-19,AGG,112.202
2021-03-19,GLD,163.24
2021-03-19,SPY,367.92
2021-03-22,AGG,112.422
2021-03-22,GLD,163.0
2021-03-22,SPY,370.859
2021-03-23,AGG,112.71
2021-03-23,GLD,161.81
2021-03-23,SPY,367.938
2021-03-24,AGG,112.85
2021-03-24,GLD,162.37
2021-03-24,SPY,366.063
2021-03-25,AGG,112.79
2021-03-25,GLD,161.78
2021-03-25,SPY,368.131
2021-03-26,AGG,112.601
